,Subtype 1,Subtype 2,Subtype 3
AQP12B,1,0,0
FUT2,1,0,0
ENOSF1,1,0,0
OR5K2,1,0,0
SIRPA,1,0,0
DRC3,1,0,0
OR6C76,1,0,0
LPA,1,0,0
NRG4,1,1,0
TAF1B,1,1,0
NIPBL,1,0,0
ARSG,1,0,0
KIF19,1,0,0
MUC3A,1,0,0
OR11H12,1,0,0
GUCA1C,1,1,0
NRP2,1,1,0
TBC1D3P5,1,0,0
ATXN2,1,0,0
ARSD,1,1,0
LOC101927437,1,0,0
LOC100233156,1,0,0
SSPO,1,0,0
PNLIPRP2,1,0,0
OR51F1,1,0,0
TNS2,1,1,0
KIZ,1,0,0
SRA1,1,0,0
AP1S3,1,0,0
ZSCAN29,1,0,0
OBP2A,1,0,0
ANKMY2,1,0,0
CHMP4B,1,1,0
RALY-AS1,1,1,0
SPI1,1,0,0
ZNF567,1,0,0
PATE4,1,0,0
ASTE1,1,0,0
CBWD3,1,0,0
PLA2G2C,1,0,0
LINC01126,1,0,0
SMURF2P1-LRRC37BP1,1,0,0
AGAP6,1,0,0
ADAMTS12,1,1,0
LCE1D,1,0,0
THAP7-AS1,1,0,0
TOM1L2,1,0,0
C2CD3,1,0,0
HOXA11-AS,1,0,0
SCAMP4,1,0,0
MT1IP,1,0,0
TNK1,1,0,0
TCTEX1D1,1,0,0
OR2C1,1,0,0
HYDIN,1,0,0
OR10AD1,1,0,0
GYPB,1,1,0
ENTPD1-AS1,1,0,0
ASPH,1,0,0
PTEN,1,0,0
TMEM82,1,0,0
OR52N4,1,0,0
FOXD4L5,1,0,0
GK5,1,1,0
ADGRG1,1,0,0
DNAH11,1,0,0
GNLY,1,0,0
CYP2F1,1,0,0
APOL4,1,0,0
NONE,1,1,0
CHEK2P2,1,0,0
SLC6A10P,1,0,0
PCDHGA12,1,0,0
CATSPER2,1,0,0
LNX1,1,0,0
LOC101928847,1,0,0
PI4KAP2,1,0,0
ATP6V1C2,1,0,0
MESP1,1,0,0
MAPKBP1,1,1,0
TBC1D31,1,1,0
MOK,1,0,0
DERA,1,0,0
UNC79,1,0,0
SLCO5A1,1,0,0
PRDM14,1,0,0
GSDMB,1,0,0
MIR1-1HG-AS1,1,1,0
PKD1L3,1,0,1
LOC440570,1,0,1
RFPL1,1,0,0
PABPC3,1,0,0
GNRH2,1,0,0
TRPM3,1,0,0
SPANXN4,1,0,0
CSMD3,1,0,0
ABCD1,1,0,0
PVRIG,1,0,0
VCX3B,1,0,0
OR4C5,1,0,0
SELPLG,1,0,0
CEACAM21,1,0,0
HGC6.3,1,1,0
NUCKS1,1,0,0
LOC374443,1,0,0
EML3,1,0,0
AQP12A,1,0,0
CGA,1,0,0
PCDHA4,1,0,0
ZNF480,1,1,0
GHR,1,0,0
TIMMDC1,1,0,0
TAS2R46,1,0,0
NACA2,1,0,0
OR7E24,1,0,0
KRT1,1,1,0
CAPN8,1,0,0
PRKDC,1,0,0
GLT6D1,1,0,0
CYP2D7,1,0,0
FLG,1,0,0
POM121L4P,1,0,0
LOC102723769,1,0,0
RNVU1-1,1,0,0
NCAPH2,1,1,0
LRRIQ1,1,1,0
MUC7,1,0,0
MPV17L2,1,0,0
RAD52,1,0,0
FMO2,1,0,0
ZACN,1,0,0
PDE6B,1,0,0
DNM1P46,1,0,0
NAE1,1,0,0
LGALS9,1,0,0
NOS2,1,0,0
MUC12,1,0,0
B3GNT6,1,0,0
GSTT2,1,0,0
GSTT2B,1,0,0
SEMA4B,1,0,0
P4HA3,1,0,0
RBBP6,1,0,0
OR4L1,1,0,0
PRSS48,1,1,0
TRIM67,1,0,0
TPSD1,1,0,0
LERFS,1,0,0
MIR6077,1,0,0
USP17L10,1,0,0
WDR63,1,0,0
PCSK5,1,0,0
CELA1,1,0,0
ELP5,1,0,0
LGALS9B,1,0,0
PRSS41,1,1,0
LINC01262,1,0,0
ADAMTS7,1,0,0
FAM187B,1,0,0
AP3S1,1,0,0
GPRC6A,1,0,0
GXYLT1,1,1,0
CPNE1,1,0,1
DCUN1D1,1,0,0
MFF,1,1,0
KRTAP4-8,1,0,1
CCDC26,1,1,0
GSDMC,1,1,0
WASH2P,1,0,0
TDG,1,0,0
AKAP3,1,0,0
SVEP1,1,1,0
OR5AR1,1,0,0
BTNL2,1,0,0
BCKDHA,1,0,0
EPB41L4A-DT,1,0,0
MAGEB16,1,0,0
SHANK3,1,0,0
SPERT,1,0,0
FGL1,1,0,0
GDPD4,1,0,0
LOC107984132,1,0,0
LINC01667,1,0,0
OR4X2,1,0,0
IVD,1,0,0
ABCC11,1,0,0
DNAJA4,1,0,0
MOSMO,1,0,0
SETBP1,1,1,0
GABRR1,1,0,0
USP48,1,0,0
BCL2L12,1,0,0
IRF3,1,0,0
NOP53-AS1,1,0,0
WDSUB1,1,0,0
OR6Q1,1,0,0
CCDC80,1,1,0
SLC22A1,1,0,0
HTR3D,1,1,0
PIBF1,1,0,0
MEIS3,1,0,0
UCKL1-AS1,1,0,0
ABCA7,1,0,0
AP1M2,1,0,0
PARP2,1,0,1
SERPINB11,1,0,0
ANKRD44,1,0,0
GLYCTK,1,0,0
BAGE2,1,0,1
BAGE3,1,0,1
FAM157A,1,0,0
FAM157B,1,0,1
PTPRH,1,0,0
MIR4283-1,1,0,0
ZNF479,1,0,0
NIBAN1,1,0,0
SNCA-AS1,1,0,0
CCDC198,1,0,0
VAT1,1,1,0
FAM90A1,1,0,0
TTN,1,0,0
SF1,1,0,0
UNC93A,1,0,0
CDRT15P1,1,0,0
AFF3,1,0,0
LOC642943,1,0,0
FGD3,1,0,0
LINC01999,1,0,0
TAAR9,1,0,0
OR11G2,1,0,0
SIRPB1,0,1,0
MUC16,0,1,0
EFCAB13,0,1,0
FRG1BP,0,1,0
FRG1DP,0,1,0
OR5K3,0,1,0
GYG2P1,0,1,0
RBMX,0,1,0
ADAM3A,0,1,0
BLM,0,1,0
SPPL2B,0,1,0
HLA-DPB1,0,1,0
PRSS3,0,1,0
DDX60L,0,1,0
HLA-DQB1,0,1,0
PLIN4,0,1,0
NPSR1,0,1,0
TBP,0,1,0
MICA,0,1,0
DPY19L2,0,1,0
RXYLT1,0,1,0
TYW1B,0,1,0
ENPP7P13,0,1,0
MIR9901,0,1,0
CRYBG2,0,1,0
CARD14,0,1,0
ABHD12,0,1,0
PJA2,0,1,1
MAN2A1,0,1,1
PYGL,0,1,0
GCNT7,0,1,0
MUC17,0,1,0
GALK2,0,1,0
MST1P2,0,1,1
OR11H1,0,1,0
CCT8L2,0,1,0
EFCAB8,0,1,0
NUDT22,0,1,0
RIPOR2,0,1,0
ADGRE1,0,1,1
C12orf60,0,1,0
ZNF578,0,1,0
DPP7,0,1,1
AGXT2,0,1,0
ABCF1,0,1,0
RPL18,0,1,0
PHKA1,0,1,0
VOPP1,0,1,0
PEBP4,0,1,0
GBP3,0,1,0
TPT1,0,1,0
GPRIN1,0,1,0
MUC4,0,1,1
VMO1,0,1,0
CHCHD10,0,1,1
LOC100134368,0,1,0
CHRFAM7A,0,1,0
TRDN,0,1,1
NOP16,0,1,0
DNAH14,0,1,0
VPS13B,0,1,0
AMD1,0,1,0
LINC00029,0,1,0
LINC01749,0,1,0
CLIP3,0,1,0
LINC00421,0,1,1
TPTE2,0,1,1
TPTE,0,1,0
HLA-L,0,1,0
LINC00636,0,1,0
SEC63,0,1,0
CPSF1,0,1,0
PRKRA,0,1,0
PTPRVP,0,1,0
FES,0,1,0
TNFAIP6,0,1,1
ANKRD36,0,1,0
UPP1,0,1,0
COLQ,0,1,0
AGL,0,1,0
CENPN,0,1,0
VWA3B,0,1,0
TBC1D3P2,0,1,0
KIR2DS5,0,1,0
KIR2DS3,0,1,0
LOC102725023,0,1,0
UBTFL1,0,1,0
LGR6,0,1,0
PRAMEF2,0,1,0
PER3,0,1,0
FAM86B1,0,1,0
OR5K4,0,1,0
MOB3C,0,1,0
GAPVD1,0,1,0
MS4A12,0,1,1
MS4A7,0,1,0
MEIS3P1,0,1,0
ITGB1BP1,0,1,0
LOC102724562,0,1,0
ACTR8,0,1,0
CYLC2,0,1,0
SNHG17,0,1,1
HPN-AS1,0,1,0
POLR2J3,0,1,0
ADAM6,0,1,0
LINC00226,0,1,1
SPATA3,0,1,0
MIR4539,0,1,0
FAM30A,0,1,0
BCR,0,1,1
RNASE9,0,1,0
KRI1,0,1,0
TMEM107,0,1,0
LILRB3,0,1,0
PSMA4,0,1,0
SRPK1,0,1,0
CD24,0,1,0
AGAP12P,0,1,0
ARL13B,0,1,0
ZC4H2,0,1,1
ZC3H12B,0,1,1
UVSSA,0,1,0
NKX1-1,0,1,0
APOBR,0,1,1
ZDHHC11B,0,1,0
ESPNP,0,1,0
PSMG1,0,1,0
DIDO1,0,1,0
SMPD4,0,1,0
FAM83H,0,1,1
POTEM,0,1,1
OR11H2,0,1,1
GAB4,0,1,0
ANKRD20A9P,0,1,0
C9orf147,0,1,0
LINC00471,0,1,0
SERTAD4,0,1,0
HHAT,0,1,0
OR8I2,0,1,0
LOC110091776,0,1,0
MYO7A,0,1,0
AREL1,0,1,0
SOS2,0,1,0
AXDND1,0,1,0
ANKRD20A5P,0,1,0
CLDN5,0,1,1
UVRAG,0,1,0
MAPT,0,1,0
TMEM25,0,1,0
CDKN2A-DT,0,1,0
STXBP2,0,1,0
KRT24,0,1,1
PRKAR1A,0,1,0
IDUA,0,1,0
HPR,0,1,0
ADGRG6,0,1,0
MUC21,0,1,0
TMEM254,0,1,0
KRTAP5-4,0,1,0
RPL34-AS1,0,1,0
OR4P4,0,1,0
ACSL6,0,1,0
SLC9A8,0,1,0
CCDC30,0,1,0
TMEM254-AS1,0,1,0
MIR5091,0,1,0
LINC01182,0,1,0
ZNF664,0,1,0
ABCA10,0,1,0
IPO4,0,1,0
DNM1P41,0,1,0
LTN1,0,1,0
MDP1,0,1,0
NEDD8-MDP1,0,1,0
ZNF3,0,1,0
ZNF474,0,1,0
ATXN2L,0,1,0
TLCD3A,0,1,0
MYH14,0,1,0
GEN1,0,1,1
LINC01565,0,1,0
TBC1D27P,0,1,0
TOR1AIP1,0,1,0
ZNF626,0,1,0
RAI1,0,1,0
KLK3,0,1,0
POTEH,0,1,0
LYST,0,1,0
BIRC7,0,1,1
NOTCH2NLA,0,1,0
NOTCH2NLB,0,1,0
NOTCH2NLC,0,1,0
ZNF890P,0,1,0
MAPK11,0,1,0
CELP,0,1,0
CTBP2,0,1,1
KIR2DS4,0,1,0
FLJ25758,0,1,0
MBD3L2B,0,1,0
CTAGE10P,0,1,0
NCOR1,0,1,0
CEP164,0,1,0
GBGT1,0,1,0
FRG1EP,0,1,0
LOC283788,0,1,0
FRG1,0,1,0
CAMTA2,0,1,1
ZNF317,0,1,0
SLC22A25,0,1,0
TXNRD2,0,1,0
CRACR2B,0,1,0
BMP4,0,1,1
ANTXRLP1,0,1,0
SPAG11A,0,1,0
FMC1-LUC7L2,0,1,0
LUC7L2,0,1,0
LPAL2,0,1,0
C1orf105,0,1,0
LOC728613,0,1,0
TMX3,0,1,1
COX6C,0,1,0
ARMS2,0,1,0
MT1G,0,1,0
MYH7,0,1,0
LOC102724488,0,1,0
SYT15,0,1,0
GART,0,1,0
GPRC5C,0,1,0
FRG2,0,1,0
N6AMT1,0,1,0
SLC6A8,0,1,0
DPH5,0,1,0
RXFP2,0,1,0
TSPAN10,0,1,0
PCDHGA8,0,1,0
CCDC90B,0,1,0
NOTCH2,0,1,0
C17orf99,0,1,0
OR52N5,0,1,0
ETV2,0,1,0
PRICKLE1,0,1,0
TMEM8A,0,1,0
ATR,0,1,0
FOLH1B,0,1,0
URAHP,0,1,0
TUBBP5,0,1,0
CCNC,0,1,0
PTCHD3,0,1,1
CASP5,0,1,0
PMS1,0,1,0
NFKB1,0,1,0
PAK4,0,1,1
RP1L1,0,1,0
MROH2B,0,1,0
OR4C16,0,1,0
KRTAP5-5,0,1,0
GOLGA8S,0,1,0
NPPA,0,1,0
LOC653653,0,1,0
ACTR3BP2,0,1,0
OR1S1,0,1,1
C9orf43,0,1,0
ALDH1L1,0,1,0
SAMD11,0,1,0
TK2,0,1,0
PPFIA4,0,1,0
EPS8L2,0,1,0
NANS,0,1,0
WTIP,0,1,0
ZNF807P,0,1,0
TMPRSS4,0,1,0
LPO,0,1,0
DGLUCY,0,1,0
KIAA1841,0,1,0
AQP7,0,1,0
HTR3E,0,1,0
AKR7L,0,1,0
SEMA5B,0,1,0
TIMM44,0,1,1
MS4A14,0,1,1
SYNE1,0,1,0
SEPTIN2,0,1,0
ERI1,0,1,0
OR7E14P,0,1,1
OR52N1,0,1,0
WHAMMP2,0,1,0
OR5AC2,0,1,0
FCRL6,0,1,0
RNF130,0,1,0
RASGEF1C,0,1,0
BCLAF1,0,0,1
SKA3,0,0,1
ALPK1,0,0,1
SYCP1,0,0,1
PRDM7,0,0,1
SRRM2,0,0,1
GRAMD1A,0,0,1
VENTXP7,0,0,1
PABPC1,0,0,1
C15orf40,0,0,1
PDXDC2P-NPIPB14P,0,0,1
ZNF717,0,0,1
CCDC69,0,0,1
CDH23,0,0,1
ZNF99,0,0,1
PCGF2,0,0,1
LINC00294,0,0,1
NALCN,0,0,1
ZNF595,0,0,1
ZNF718,0,0,1
RMDN2-AS1,0,0,1
CASP8AP2,0,0,1
INTS4P1,0,0,1
RBMXL1,0,0,1
DHFR,0,0,1
ZNF772,0,0,1
OR2T35,0,0,1
LINC01551,0,0,1
MTCH2,0,0,1
OR6C74,0,0,1
RELCH,0,0,1
CTSL,0,0,1
ZNF419,0,0,1
TUSC7,0,0,1
FLT4,0,0,1
OBSCN,0,0,1
MTSS1,0,0,1
ARHGEF5,0,0,1
AK9,0,0,1
PAX4,0,0,1
SEC22B2P,0,0,1
SEC22B3P,0,0,1
SEC22B,0,0,1
ATG2B,0,0,1
CSAG1,0,0,1
NDUFAF6,0,0,1
OR2W3,0,0,1
DNAJB2,0,0,1
PWRN1,0,0,1
CCDC103,0,0,1
SLC5A9,0,0,1
A2M,0,0,1
MACF1,0,0,1
ZNF492,0,0,1
SLC6A18,0,0,1
BAGE4,0,0,1
BAGE5,0,0,1
MST1,0,0,1
FTSJ3,0,0,1
NBPF25P,0,0,1
LOC401357,0,0,1
CTTN,0,0,1
JRK,0,0,1
SCRN3,0,0,1
EPDR1,0,0,1
FOXD4L3,0,0,1
TMEM63C,0,0,1
IL33,0,0,1
FKBP1B,0,0,1
PRB3,0,0,1
LVRN,0,0,1
R3HCC1,0,0,1
CHST15,0,0,1
HLA-J,0,0,1
SLC25A48-AS1,0,0,1
CCDC150,0,0,1
FRG2B,0,0,1
CPA1,0,0,1
PRSS3P2,0,0,1
UBXN11,0,0,1
LPL,0,0,1
DLGAP1-AS1,0,0,1
TTC4,0,0,1
CYP4B1,0,0,1
UBE2NL,0,0,1
SLC7A13,0,0,1
HERC2,0,0,1
STX18,0,0,1
TMEM255B,0,0,1
FCGR2C,0,0,1
PRSS12,0,0,1
CEP170P1,0,0,1
CLDN16,0,0,1
OR7E5P,0,0,1
IST1,0,0,1
AIFM1,0,0,1
FOXD4,0,0,1
C1orf220,0,0,1
MADD,0,0,1
TRPM1,0,0,1
BICRA,0,0,1
FAM86FP,0,0,1
METTL2B,0,0,1
LINC01000,0,0,1
H6PD,0,0,1
CCDC66,0,0,1
KCTD20,0,0,1
LOC112267871,0,0,1
FAM166B,0,0,1
KIAA0040,0,0,1
UXT-AS1,0,0,1
SUMO1,0,0,1
KRTAP19-6,0,0,1
OR13C2,0,0,1
MYO7B,0,0,1
ADAM11,0,0,1
COX10,0,0,1
IFNK,0,0,1
OR4C11,0,0,1
ABRAXAS2,0,0,1
ZRANB1,0,0,1
ZNF586,0,0,1
ZNF552,0,0,1
LOC100996724,0,0,1
SLC41A3,0,0,1
CARD8,0,0,1
FBXL21P,0,0,1
CENPBD1P1,0,0,1
CEP89,0,0,1
OR9K2,0,0,1
CES1,0,0,1
CCDC149,0,0,1
OR2T4,0,0,1
IFI27,0,0,1
PRSS1,0,0,1
LINC00937,0,0,1
NBPF10,0,0,1
NBPF19,0,0,1
PPP1R16A,0,0,1
MADCAM1,0,0,1
CES5A,0,0,1
NLN,0,0,1
SUN1,0,0,1
NUDT17,0,0,1
FAM201A,0,0,1
FAM86B2,0,0,1
MYDGF,0,0,1
WDR90,0,0,1
NEB,0,0,1
DENND4A,0,0,1
RAB11A,0,0,1
OR52M1,0,0,1
OR52I2,0,0,1
RNF32,0,0,1
NPHP3-AS1,0,0,1
LOC102724788,0,0,1
PRODH,0,0,1
PNPLA2,0,0,1
OAS2,0,0,1
TIGD6,0,0,1
PHLDA1,0,0,1
OR2T12,0,0,1
CDK5RAP2,0,0,1
PTPRQ,0,0,1
ZNF705E,0,0,1
ANGEL2,0,0,1
FAM136A,0,0,1
MARCKS,0,0,1
SCN9A,0,0,1
SFTPA2,0,0,1
RBM39,0,0,1
BTN3A2,0,0,1
BIRC5,0,0,1
LINC00922,0,0,1
DNAH7,0,0,1
OVCH2,0,0,1
LINC00473,0,0,1
POMZP3,0,0,1
FUT8-AS1,0,0,1
MIR3675,0,0,1
TATDN1,0,0,1
GPSM1,0,0,1
HLA-DRB1,0,0,1
ADCK5,0,0,1
FAM90A2P,0,0,1
HERC4,0,0,1
ZNF880,0,0,1
SULT1C3,0,0,1
OR5M1,0,0,1
GGA3,0,0,1
VWA7,0,0,1
IFNA10,0,0,1
DPP4,0,0,1
EPSTI1,0,0,1
DNAJC28,0,0,1
OR2T2,0,0,1
FAM182A,0,0,1
FCGR2A,0,0,1
IL34,0,0,1
FIS1,0,0,1
YWHAE,0,0,1
ANKMY1,0,0,1
SYNE2,0,0,1
GGT3P,0,0,1
IFI27L1,0,0,1
CCR5,0,0,1
DMPK,0,0,1
PIGQ,0,0,1
ZNF883,0,0,1
UGT2A1,0,0,1
ORC2,0,0,1
ZNF233,0,0,1
CHIT1,0,0,1
RASA4B,0,0,1
PAPPA-AS1,0,0,1
AOX3P-AOX2P,0,0,1
LAPTM4B,0,0,1
SPATA31C1,0,0,1
ZNF681,0,0,1
SART3,0,0,1
SSTR1,0,0,1
MTR,0,0,1
PNPLA7,0,0,1
KLHL2,0,0,1
VWDE,0,0,1
ILVBL,0,0,1
TPM2,0,0,1
H2BFM,0,0,1
KLK5,0,0,1
ACSM4,0,0,1
HLA-H,0,0,1
TAPT1-AS1,0,0,1
IKZF2,0,0,1
LILRB5,0,0,1
LOC100128108,0,0,1
OR4F6,0,0,1
PTCRA,0,0,1
ADAMTSL1,0,0,1
PXDNL,0,0,1
GOLGA6L22,0,0,1
ACSM1,0,0,1
FLG2,0,0,1
OR6B2,0,0,1
OR6B3,0,0,1
LTBP4,0,0,1
OR7C1,0,0,1
KRT18,0,0,1
EIF3E,0,0,1
DCANP1,0,0,1
MYO19,0,0,1
WWTR1,0,0,1
CD38,0,0,1
SLC22A10,0,0,1
PPFIA3,0,0,1
FOXL2NB,0,0,1
SLC46A3,0,0,1
MTUS2,0,0,1
OR2J1,0,0,1
GGTLC2,0,0,1
MIR650,0,0,1
EPB41L4A,0,0,1
POLM,0,0,1
ADCY10P1,0,0,1
LOC407835,0,0,1
ABCA8,0,0,1
POMT1,0,0,1
ARSB,0,0,1
KRTAP1-5,0,0,1
KRT38,0,0,1
KRT32,0,0,1
NDUFV3,0,0,1
CDRT15,0,0,1
LOC155060,0,0,1
MIR662,0,0,1
RPUSD1,0,0,1
KAT14,0,0,1
SERINC2,0,0,1
TCF7,0,0,1
OAS1,0,0,1
ARMCX2,0,0,1
CNTNAP3P2,0,0,1
XLOC_007697,0,0,1
CACNA1E,0,0,1
TFAM,0,0,1
